trackId,trackName,artistName,albumName,popularity,genres,broad_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3LK452TFyApuFN9jjg3THO,When I Grow Up (feat. Wiz Khalifa),Dimitri Vegas & Like Mike,When I Grow Up (feat. Wiz Khalifa),55,"belgian dance, belgian edm, big room, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.642,0.655,1,-5.222,0,0.0489,0.0268,0,0.112,0.156,80.997,195507,4
3LlmKSHR3Rs0Y3KHQLAYDk,Alone,Alan Walker,Different World,78,electro house,EDM,0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021,160427,4
3LQxo27aEIRGxAypPq9fFs,Now Or Never - Estiva Vs. Juventa Remix,Tritonal,Now Or Never (Remixes Pt. 2),35,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",EDM,0.639,0.775,9,-5.771,1,0.224,0.004,0.000409,0.15,0.265,128.007,337500,4
3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiësto,Ritual,68,"big room, brostep, dutch edm, edm, house, pop dance, slap house, trance",EDM,0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996,198996,4
3nc420PXjTdBV5TN0gCFkS,Ocean (feat. Khalid),Martin Garrix,Ocean (feat. Khalid),71,"dutch edm, edm, pop, pop dance, progressive house",EDM,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58E-05,0.0891,0.221,139.912,216420,4
3nEaqL2YXuorAebBCkA5yv,Broken Ones (with Anna Clendening) [Last Heroes Remix],ILLENIUM,ASCEND,38,"edm, melodic dubstep, pop dance",EDM,0.426,0.758,10,-5.86,1,0.051,0.0115,0,0.236,0.157,150.052,198400,4
3O6N4LqBCcjdXWiH0dwQMF,Angel,Vanze,Angel,34,gaming edm,EDM,0.519,0.761,0,-5.026,0,0.0397,0.0121,0,0.36,0.192,116.99,266667,4
3oSCJeOl0XjcpNcigO9vj7,I Want It All,Lucas & Steve,Letters To Remember,44,"dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.612,0.726,1,-5.934,1,0.036,0.0374,2.00E-06,0.105,0.478,119.964,191835,4
3OSVpNJjCFt4mD2NE69VLu,Sunshine - Jacaranda Remix,OneRepublic,Sunshine. The EP,33,"piano rock, pop",EDM,0.566,0.829,5,-5.989,1,0.0365,0.0112,0,0.191,0.589,140.056,187041,4
3OwPSJu609AMzotCEyoMiO,The Nights,Avicii,The Days / Nights,0,"dance pop, edm, pop, pop dance",EDM,0.529,0.854,6,-5.29,1,0.0436,0.0178,0,0.242,0.654,125.984,176658,4
3Pm4fZwIDkykbdehoXqP9d,Do It All Over (feat. Marc E. Bassy),Cheat Codes,Do It All Over (feat. Marc E. Bassy),46,"edm, pop, pop dance",EDM,0.672,0.582,7,-5.631,1,0.0392,0.0625,0,0.105,0.454,100.021,174164,4
3PUgpIQJIidaDvqC3ZcIqb,What Lovers Do (feat. SZA) - Slushii Remix,Maroon 5,What Lovers Do (feat. SZA),39,edm,EDM,0.46,0.761,10,-2.593,1,0.0738,0.237,5.25E-06,0.114,0.482,191.913,255040,4
3Q95VQL8yWRO8mkF6VoDzi,Sunset Jesus,Avicii,Stories,53,"dance pop, edm, pop, pop dance",EDM,0.61,0.788,7,-3.599,1,0.0646,0.0278,1.06E-06,0.13,0.687,104.934,264733,4
3qDy0h3O6mQKVFZDKYOSX2,I'm Coming Home,KAAZE,I'm Coming Home,0,"big room, progressive electro house, sky room",EDM,0.42,0.751,11,-5.868,0,0.0509,0.0108,0,0.728,0.311,128.143,188874,4
3r9RtXj216zntRikvgQdkK,Stay A Little Longer,Nicky Romero,Stay A Little Longer,39,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.528,0.747,1,-4.209,1,0.0338,0.00611,0,0.156,0.187,125.914,211190,4
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),79,"edm, pop dance, pop house, uk dance",EDM,0.607,0.767,5,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,148629,3
3RgjEXlZkztwxqZQBGteQo,Sky Is Crying (Kasbo Remix),ZHU,Sky Is Crying (Kasbo Remix),38,"edm, electro house",EDM,0.51,0.799,9,-6.649,0,0.101,0.0527,0.000199,0.222,0.205,111.9,214286,4
3tka6vtNbu9C2xsbthEkNG,Hold On & Believe (feat. The Federal Empire),Martin Garrix,Seven,45,"dutch edm, edm, pop, pop dance, progressive house",EDM,0.552,0.759,4,-4.946,1,0.0389,0.0355,6.67E-05,0.099,0.41,128.08,234390,4
3tMPwqZOIPvDB2s0NgXgsE,Best Thing,Matisse & Sadko,Best Thing,27,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, russian edm, sky room",EDM,0.659,0.743,6,-5.487,1,0.0316,0.0134,9.60E-05,0.112,0.537,118.076,174915,4
3UidkynpEshXFzYKo5ahAd,Live Forever,Third Party,HOPE,44,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",EDM,0.559,0.915,3,-4.523,1,0.0514,0.0463,2.33E-05,0.515,0.278,128.007,241875,4
3UnYKvf7ZhcTppJRPZehM9,One More Night,Crystal Skies,Constellations,31,"melodic dubstep, pop edm",EDM,0.55,0.863,6,-3.702,0,0.0455,0.13,0,0.0914,0.418,139.971,255429,4
3WBRfkOozHEsG0hbrBzwlm,Everything Goes On,Porter Robinson,Everything Goes On,68,"complextro, edm, electro house, pop dance, progressive electro house",EDM,0.55,0.648,7,-6.542,1,0.0309,0.0191,0,0.0999,0.323,156.957,202821,4
3wDhRYT95uMrYId5wkrDbA,Drown (feat. Au/Ra),Ekali,A World Away,37,"brostep, canadian electronic, edm, electro house, electronic trap, future bass, vapor twitch",EDM,0.33,0.796,10,-4.987,0,0.0473,0.007,0,0.0609,0.237,78.968,181232,4
3wgu3Yq2tqdJH9nmUt3kfx,Glimmer,LIONE,Glimmer,0,"melodic dubstep, pop edm",EDM,0.466,0.891,7,-2.712,0,0.0344,0.00233,0.0258,0.123,0.406,93.026,261126,4
3WMnYYRj4VmziUS9Fzey8p,Blue,Alan Walker,"Walkerverse, Pt. I",0,electro house,EDM,0.495,0.848,8,-6.718,0,0.0598,0.00306,0.000142,0.0668,0.487,180.052,157566,4
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",63,"edm, pop, pop dance, tropical house",EDM,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316,4
3yM0SFHZEkQ56nVEWYQGee,Circles,Audien,Circles,51,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",EDM,0.6,0.887,9,-2.52,1,0.063,0.0232,4.62E-05,0.148,0.526,128.088,187969,4
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),Marshmello,Be Kind (with Halsey),76,"brostep, edm, pop, progressive electro house",EDM,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762,4
3ZmgZsyunv5hAyT8xpszbb,Won't Fall In Love,Lucas & Steve,Letters To Remember,23,"dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.549,0.688,4,-6.667,0,0.0426,0.00275,2.23E-06,0.104,0.221,124.04,188854,4
3ZPaj6I2mWRq8pUZv1Peog,Run It (feat. Annika Wells),Midnight Kids,Run It (feat. Annika Wells),32,pop edm,EDM,0.516,0.737,8,-4.368,1,0.0457,0.391,0,0.116,0.222,93.026,219225,4
3zqVTDwoH8b5eA1sXMYPaV,I'll Find You,Man Cub,I'll Find You,25,"melodic dubstep, pop edm",EDM,0.45,0.688,3,-4.116,1,0.0383,0.0334,0,0.23,0.279,149.95,196400,4
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),Alesso,Forever,75,"dance pop, edm, pop, pop dance, progressive electro house",EDM,0.503,0.748,5,-4.124,1,0.0619,0.0305,0,0.343,0.356,125.896,210013,4
41sFEVzcBymxGTnnZCUkzG,All I Need (feat. your friend polly),Jason Ross,Atlas,35,"dubstep, melodic dubstep, pop edm, progressive house, progressive trance",EDM,0.417,0.747,4,-4.495,1,0.0516,0.423,0,0.122,0.503,72.475,196138,1
43lwHSTEexXRVVeXZtAtfi,Magical,Tungevaag,Magical,35,"big room, nordic house",EDM,0.504,0.912,1,-2.867,1,0.259,0.199,0,0.105,0.248,189.983,218539,4
442VuQw3fOKwvbxYLIDAUi,Honest - Midnight Kids Remix,San Holo,Honest,37,"brostep, edm, electro house, electronic trap, future bass, pop dance",EDM,0.438,0.725,8,-5.845,0,0.0856,0.326,6.57E-06,0.142,0.342,149.934,224000,4
44EbX1Cuwpq3hdnpTHsmfO,Another You,Armin van Buuren,Embrace,62,"dutch trance, edm, pop dance, progressive house, trance",EDM,0.59,0.647,6,-5.06,0,0.033,0.00807,4.30E-05,0.0921,0.39,127.979,192307,4
44eEYpilcPCAo3YSGV8dWm,Identity,Ryos,Identity,34,"big room, sky room",EDM,0.558,0.873,7,-4.415,0,0.0464,0.00447,1.30E-05,0.073,0.103,127.939,208125,4
44LpfUYLsWQEDpfT5apA3i,Gonna Be Alright,Tritonal,U & Me,0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",EDM,0.685,0.929,9,-1.815,0,0.0752,0.402,0,0.178,0.696,135.062,222222,4
44oL4Cwc1jkTxLH5kwHe1a,In Flames,Dabin,Wild Youth,0,"canadian electronic, melodic dubstep, pop edm",EDM,0.48,0.73,5,-4.352,0,0.0366,0.00841,0,0.103,0.295,91.988,204783,4
4548LyFomXQmDAINcFizEq,Learn To Love Again,Audien,Learn To Love Again,53,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",EDM,0.53,0.81,1,-3.335,1,0.0487,0.0417,2.89E-06,0.0759,0.415,167.842,224286,4
46H8QXhzX3VWZMOybZD47f,Mystery,Matisse & Sadko,Mystery,20,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, russian edm, sky room",EDM,0.526,0.773,8,-5.522,1,0.0619,0.00161,5.79E-05,0.0746,0.111,114.92,160702,4
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,Pharmacy,80,"dance pop, edm, pop, pop dance",EDM,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074,4
49COPp81lGS9Hl9OwKlsKl,Polaroid,Jonas Blue,Blue,66,"pop, pop dance, tropical house, uk dance",EDM,0.652,0.898,7,-4.481,0,0.0361,0.29,0,0.073,0.472,114.043,193377,4
49rrPHxp0944ZLgAi7XfY8,Find Our Way - Night Drive Edit,Midnight Kids,Find Our Way (Remixes),43,pop edm,EDM,0.638,0.459,10,-13.676,1,0.0263,0.191,0.0207,0.125,0.261,105.02,219429,4
4b2tcjrG1qUkSdsqEFP2dB,Sun Is Shining,Axwell /\ Ingrosso,More Than You Know,71,"edm, pop dance",EDM,0.467,0.757,2,-3.01,1,0.0517,0.0866,0,0.0742,0.383,131.993,254653,4
4cBSVGEHvZCPGKq2UnB26P,Access,Martin Garrix,BYLAW EP,41,"dutch edm, edm, pop, pop dance, progressive house",EDM,0.726,0.752,7,-7.401,0,0.0931,0.0529,0.145,0.201,0.174,128.035,195454,4
4CbUxjNBBkRnoo7MzjUFP9,Saga,Matisse & Sadko,Saga,38,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, russian edm, sky room",EDM,0.543,0.844,8,-5.202,1,0.121,0.00635,0.016,0.376,0.263,126.064,175476,4
4deWlPS9a4WH2UmdvsamrB,Alive (with Calle Lehmann),Gryffin,Alive (with Calle Lehmann),47,"edm, pop dance",EDM,0.627,0.869,0,-3.966,0,0.0335,0.00527,5.30E-05,0.104,0.44,124.962,222830,4
4dpNQuxo6xz66pDsvtUR4j,P.R.O.G.,DubVision,P.R.O.G.,31,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",EDM,0.471,0.873,3,-6.394,0,0.0368,0.0159,0.00112,0.278,0.548,128.003,178125,4
4EHMB2LvLEnbpdQKBNbGBq,Whole Again,Steve Aoki,Whole Again,0,"edm, electro house, pop dance",EDM,0.51,0.849,10,-5.41,0,0.0697,0.0623,0,0.104,0.318,124.954,210240,4
4F17nB9GKTSPfocx9D7jHx,Something’s Coming,Cheat Codes,One Night in Nashville,49,"edm, pop, pop dance",EDM,0.514,0.825,0,-4.452,1,0.0748,0.111,0,0.333,0.411,119.985,173069,4
4f8mP5u0fN4tDAbUdD0808,Howl At The Moon - Radio Edit,Stadiumx,Nicky Romero presents Miami 2014,33,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, sky room",EDM,0.514,0.934,10,-3.201,0,0.0992,0.0525,0.00089,0.137,0.182,127.953,183750,4
4FYbo4yQzu3hGkj2Ix4ucW,Funny,Zedd,Funny,62,"complextro, edm, german techno, pop, pop dance",EDM,0.664,0.66,5,-4.646,1,0.0243,0.512,0,0.26,0.355,99.946,221466,4
4gnuik2PPQfV1pXmnCMNfy,Fight Forever - Original Mix,Paris Blohm,Fight Forever,16,"dutch house, edm, electro house, pop dance, progressive electro house, sky room",EDM,0.584,0.938,0,-4.209,0,0.0532,0.00957,9.88E-06,0.314,0.233,127.978,300015,4
4GoussIYUKTLMq6yKyYVFk,Sometimes You Know (with Maia Wright),Gryffin,Alive,51,"edm, pop dance",EDM,0.598,0.878,8,-5.474,1,0.0889,0.0561,9.19E-06,0.127,0.259,119.965,135866,4
4GqVasDFNvA8YCF1nG9M6a,Belong - Axwell & Years Remode Edit,Axwell,Belong,8,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",EDM,0.535,0.882,6,-3.104,1,0.0389,0.0265,0,0.104,0.228,127.957,217500,4
4heFQCyiW0RUEX1Q1lb008,Different World (feat. CORSAK),Alan Walker,Different World,62,electro house,EDM,0.602,0.752,7,-4.931,0,0.0361,0.0638,0,0.13,0.331,130.037,202907,4
4I6FQXMRsaUIsiyze5gRhU,Light Me Up,Matisse & Sadko,Light Me Up,30,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, russian edm, sky room",EDM,0.441,0.738,7,-5.128,1,0.0432,0.0386,0,0.112,0.299,126.107,208333,4
4IKa5EKTmhKvV1wuTJf9Eq,Undo My Heart,Karen Harding,Undo My Heart,19,"house, pop dance, uk dance",EDM,0.605,0.873,11,-6.267,1,0.035,0.0352,0.0041,0.0644,0.343,122.998,180419,4
4KX39APEOO2EgiZFkcJOfR,Together,Martin Garrix,Together,49,"dutch edm, edm, pop, pop dance, progressive house",EDM,0.509,0.729,1,-4.773,1,0.0343,0.0732,2.73E-05,0.233,0.196,127.871,221274,4
4l2pNh6hcAlHVeZazS6Zy9,I Won’t Let You Walk Away - Radio Edit,Mako,I Won’t Let You Walk Away,9,pop edm,EDM,0.469,0.79,3,-4.387,1,0.039,0.00234,0.0544,0.144,0.495,127.969,166460,4
4L3oZ7FFTrK8Sh5hVcjIk5,Out of Time,Midnight Kids,Out of Time,37,pop edm,EDM,0.569,0.712,1,-4.962,1,0.0385,0.0746,0,0.096,0.31,121.978,220328,4
4lDYedHtcFwkMTVwpdSRUN,No Option (feat. Burna Boy),DJ Snake,Carte Blanche,42,"edm, electronic trap, pop, pop dance",EDM,0.631,0.877,5,-4.072,0,0.0345,0.00837,1.09E-05,0.204,0.876,150.162,185600,4
4LeEjCvPdVDLuELX7swom6,Down For Life,3LAU,Down For Life,0,"edm, electro house, mashup, pop dance, progressive electro house, progressive house",EDM,0.618,0.847,7,-5.518,0,0.0525,0.0206,0,0.272,0.126,108.002,193889,4
4lfWuvMmfoONgwFH3jpN73,What's It Gonna Take,Cheat Codes,What's It Gonna Take,40,"edm, pop, pop dance",EDM,0.418,0.811,5,-4.264,1,0.0492,0.168,0,0.313,0.52,82.779,177366,4
4lhqb6JvbHId48OUJGwymk,Hey Brother,Avicii,TRUE,82,"dance pop, edm, pop, pop dance",EDM,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,255093,4
4M8x1TR36VMQMFMbGCdoyA,Back & Forth,MK,Back & Forth,61,"house, pop dance",EDM,0.684,0.816,10,-5.211,0,0.0322,0.0181,0,0.0222,0.702,121.993,196215,4
4mAFdxKaADfs3t2K0QCOXv,Destiny,Nicky Romero,Destiny,37,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.533,0.807,2,-3.597,1,0.0457,0.097,0,0.0608,0.369,125.025,253440,4
4mEILaBM7bKZqKAun5tABu,When We Were Young,Lost Kings,When We Were Young,58,"pop dance, pop edm",EDM,0.547,0.789,8,-5.619,1,0.042,0.00871,0,0.1,0.345,129.916,193911,4
4mo9EGUgZ2FhgpWZNvHA6V,Little by Little,Tritonal,U & Me,0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",EDM,0.549,0.598,6,-4.526,1,0.0412,0.802,7.50E-05,0.127,0.244,121.943,338361,4
4mrAArfFEIqpH6myouJb03,Paper Planes,Lucas & Steve,Paper Planes,48,"dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.643,0.762,7,-4.003,0,0.0373,0.0525,0,0.345,0.399,125.947,186667,4
4n38mzJeXeCPQpXS9hMsGG,Breathe Again,Man Cub,Breathe Again,46,"melodic dubstep, pop edm",EDM,0.489,0.825,11,-4.179,1,0.0411,0.0508,0.0883,0.221,0.311,150.027,211300,4
4NBTZtAt1F13VvlSKe6KTl,This Feeling,The Chainsmokers,Sick Boy,74,pop,EDM,0.575,0.571,1,-7.906,1,0.0439,0.0558,0,0.0912,0.449,105.049,197947,4
4NmOJQxl9UZItUQQtMDYBb,The Truth,Kygo,The Truth,52,"edm, pop, pop dance, tropical house",EDM,0.629,0.539,7,-7.006,0,0.063,0.166,0,0.189,0.316,109.885,193747,4
4O9OANmQOWVPsIiF9ypKi5,Part-Time Lover (Crystal Skies Remix),Dabin,Wild Youth (The Remixes),0,"canadian electronic, melodic dubstep, pop edm",EDM,0.482,0.842,3,-3.114,1,0.233,0.0716,0,0.0833,0.509,172.822,215029,4
4oDm90OxoKSOSoJIL9eYVc,Afterglow,Nicky Romero,Afterglow,37,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.573,0.751,6,-4.527,1,0.038,0.0301,0,0.523,0.418,126.012,221429,4
4oE5XjA6GRbACGi0iar6PJ,Into the Great Unknown,WildVibes,Into the Great Unknown,21,"pop edm, sky room",EDM,0.648,0.675,1,-7.292,1,0.0347,0.474,0.000137,0.0719,0.355,121.999,207049,4
4pioeMejnqa4T3QAEqwVA3,Sad Songs (with Said The Sky & Annika Wells),ILLENIUM,ASCEND,55,"edm, melodic dubstep, pop dance",EDM,0.532,0.571,1,-6.291,1,0.041,0.679,0,0.109,0.475,144.912,210423,4
4q7jvS0znF9gBVk7WblXnm,Drown,Dabin,Between Broken,0,"canadian electronic, melodic dubstep, pop edm",EDM,0.368,0.754,1,-5.185,1,0.0502,0.00928,0,0.256,0.281,169.881,258679,4
4q7ykXB3kPkJPohnh2MdZA,Staying In Love,Kasbo,The Making of a Paracosm,30,"future bass, pop edm, swedish electropop, vapor twitch",EDM,0.548,0.719,0,-6.179,1,0.0922,0.377,4.33E-06,0.146,0.549,135.125,223111,4
4QgOLpoO7pzgcVn89H4VtP,All Cried Out,Lucas & Steve,Letters To Remember,22,"dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.613,0.729,11,-5.634,1,0.0586,0.00912,0,0.0327,0.475,107.283,179804,4
4QOb9hRufjPp9TDdph7Wzh,Blue,Audien,Blue,46,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",EDM,0.593,0.753,5,-4.582,1,0.0365,0.331,0,0.169,0.415,99.974,213600,4
4qtdkdTY1t3RmlmSbWykzR,Stay the Night,Sigala,Stay the Night,67,"dance pop, edm, pop dance, uk dance",EDM,0.636,0.936,7,-2.65,0,0.0729,0.177,0,0.0879,0.415,124.034,171955,4
4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),Gryffin,Tie Me Down (with Elley Duhé),64,"edm, pop dance",EDM,0.548,0.839,6,-2.371,1,0.0644,0.135,0,0.102,0.314,98.932,218296,4
4RdZfdkgW1OmkajhvcOxA1,Long Way Home,Tritonal,Long Way Home,40,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",EDM,0.511,0.795,6,-3.901,0,0.0509,0.0461,0,0.138,0.415,129.855,214154,4
4rwpZEcnalkuhPyGkEdhu0,Scary Monsters and Nice Sprites,Skrillex,Scary Monsters and Nice Sprites EP,62,"brostep, complextro, edm, electro, pop dance",EDM,0.523,0.944,7,-3.581,0,0.0837,0.00336,0.557,0.119,0.324,139.997,243354,4
4Sdp10fc5XgHxL1VaiMVYN,Inside Out - DubVision Remix,The Chainsmokers,Inside Out,31,pop,EDM,0.719,0.799,10,-4.805,1,0.0551,0.0186,3.94E-05,0.29,0.266,125.993,299547,4
4snOHAw3BxiKWFeOyLeEpB,Another Life (feat. Alida),Lucas & Steve,Letters To Remember,46,"dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.541,0.653,5,-5.954,1,0.04,0.00531,0,0.126,0.264,123.854,212468,4
4ta97KyyCWLCQAAFtOWFpy,Language,Porter Robinson,Language,0,"complextro, edm, electro house, pop dance, progressive electro house",EDM,0.737,0.614,6,-6.001,0,0.4,0.0168,0.0534,0.0682,0.406,127.987,368476,4
4tbL8AtrM4hIYATf1kKp18,Where Are You Now,Stadiumx,Where Are You Now,34,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, sky room",EDM,0.607,0.859,6,-3.995,1,0.0405,0.104,0.427,0.135,0.268,128.013,157969,4
4tiSW9CzKbr9gDoPdx3hHF,The Moment (Novell),Nicky Romero,The Moment (Novell),29,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.528,0.563,3,-6.077,0,0.0318,0.0625,0,0.305,0.197,125.99,200791,4
4TNWgANrFMzz9qfPlBNopm,Satellite,Tritonal,Metamorphic III,30,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",EDM,0.392,0.828,10,-3.745,0,0.0502,0.0436,4.60E-06,0.0756,0.207,128.091,241875,4
4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,David Guetta,Better When You're Gone,61,"big room, dance pop, edm, pop, pop dance",EDM,0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402,4
4Uem7GbHwFucQQUS2f01dU,Collide (feat. Collin McLoughlin) - Radio Edit,Laidback Luke,Collide,0,"big room, dutch edm, dutch house, edm, electro house, house, melbourne bounce, pop dance, progressive electro house, progressive house",EDM,0.443,0.948,4,-3.29,1,0.108,0.0124,3.99E-06,0.131,0.341,127.928,200435,4
4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Martin Garrix,High On Life (feat. Bonn),73,"dutch edm, edm, pop, pop dance, progressive house",EDM,0.414,0.486,6,-6.431,0,0.0311,0.0129,0,0.111,0.368,128.038,230762,4
4W1JavoraGzh83nluQHY6C,You Were Loved (with OneRepublic),Gryffin,You Were Loved (with OneRepublic),55,"edm, pop dance",EDM,0.636,0.69,10,-5.011,1,0.0484,0.0947,0,0.169,0.444,123.994,221885,4
4xx4xYffuHfFKsCW6s2KnH,This Is Love,Hardwell,This Is Love,0,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",EDM,0.543,0.867,3,-4.394,0,0.056,0.0151,0.00021,0.2,0.316,128.017,191242,4
4XzdxE1HXwogDM3MJMR3xr,Find Our Way - Feenixpawl Remix,Midnight Kids,Find Our Way (Remixes),28,pop edm,EDM,0.617,0.756,11,-5.611,1,0.0441,0.203,1.09E-05,0.072,0.571,127.961,268125,4
4YhN72dRYL2Z3MsaKyT7rS,Stay (Don't Go Away) [feat. Raye],David Guetta,Stay (Don't Go Away) [feat. Raye],55,"big room, dance pop, edm, pop, pop dance",EDM,0.669,0.797,9,-5.68,0,0.0624,0.259,0,0.199,0.552,119.865,185943,4
4yTeQK2XThWYeEW8D72XmU,Dear Boy,Avicii,TRUE,56,"dance pop, edm, pop, pop dance",EDM,0.686,0.581,9,-5.911,1,0.112,0.000276,0.1,0.3,0.253,124.995,479333,4
4Z2S3bGjf3hWkvRghqiqjP,Monsters,Midnight Kids,The Lost Youth,39,pop edm,EDM,0.547,0.672,0,-5.094,1,0.0436,0.306,0,0.068,0.564,99.946,237933,4
4ZPdnqOaT0kkrsl9ppWc1V,I Can't Stop Drinking About You,Bebe Rexha,I Can't Stop Drinking About You,45,"dance pop, pop",EDM,0.502,0.837,3,-4.731,0,0.0448,0.0444,0,0.101,0.362,144.108,216512,4
4ZTTUAjJCd4NMZmIU7RB4c,Midnight (feat. Liam Payne),Alesso,Midnight (feat. Liam Payne),60,"dance pop, edm, pop, pop dance, progressive electro house",EDM,0.587,0.648,11,-6.927,0,0.0439,0.0561,0,0.115,0.281,144.028,220141,4
50BjPZRMhOrKePHDJKWnoo,Smoke Signals,Dabin,Between Broken,0,"canadian electronic, melodic dubstep, pop edm",EDM,0.394,0.736,2,-3.817,1,0.0499,0.0243,0,0.0617,0.426,139.869,196878,4
50DhBqL4NUt9xplvAopQyI,Out of Light,Slushii,Out of Light,30,"brostep, edm, future bass, pop dance",EDM,0.598,0.786,11,-5.604,1,0.0546,0.063,0.000166,0.202,0.381,89.977,202860,4
51fVTCGq3cgLQVjHdkOU6L,I AM - Radio Edit,Sick Individuals,I AM,27,"big room, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.582,0.912,9,-4.593,0,0.037,0.0189,0.572,0.261,0.236,127.977,202500,4
51g9ef5yCQDBM4HZ1hkRja,Summer Of Love - Midnight Kids Remix,NOTD,Summer Of Love,27,"pop dance, pop edm",EDM,0.525,0.649,3,-5.275,1,0.0349,0.0845,0.000308,0.125,0.0838,119.999,220000,4
51hjtoMJE53TzJsKlOOoG1,Rise (ft. Matluck),Nicky Romero,Rise (ft. Matluck),30,"big room, dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",EDM,0.471,0.762,3,-2.646,1,0.0468,0.0106,0,0.489,0.343,128.12,200574,4
527sljbYZ6GgdFXaQASKk2,Used To Be (feat. Wiz Khalifa) - The Him Remix,Steve Aoki,Used To Be (feat. Wiz Khalifa),32,"edm, electro house, pop dance",EDM,0.407,0.748,0,-4.442,0,0.0886,0.104,0,0.221,0.394,173.832,228965,4
52eycxprLhK3lPcRLbQiVk,How Would I Know,Kygo,Golden Hour,47,"edm, pop, pop dance, tropical house",EDM,0.514,0.539,7,-9.332,1,0.105,0.538,0.00233,0.108,0.153,123.7,180700,4
52Lqdrj2yYAeFSTS2M24Si,Riding Shotgun (feat. Bonnie McKee),Kygo,Kids in Love,50,"edm, pop, pop dance, tropical house",EDM,0.817,0.854,6,-4.744,0,0.117,0.117,1.07E-05,0.0413,0.622,102,198280,4
53kWAAfx7IopXRa31MQHB8,Good Vibes,HRVY,Good Vibes,64,pop,EDM,0.558,0.877,10,-3.392,1,0.145,0.274,0,0.162,0.762,99.988,170280,4
53Y0kdCa1CZ9gRqEuknfwy,Bang My Head (feat. Sia & Fetty Wap),David Guetta,Listen Again,62,"big room, dance pop, edm, pop, pop dance",EDM,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333,4
561E5zvsHfGInAlDw2pXkY,Talk About It (feat. Harloe),Cash Cash,Say It Like You Feel It,20,"dance pop, edm, electro house, electropowerpop, pop dance",EDM,0.657,0.697,5,-2.432,0,0.0844,0.125,0,0.245,0.59,107.984,199722,4
