trackId,trackName,artistName,albumName,popularity,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,broad_genre
5uSFGgIfHMT3osrAd9n9ym,Forget Me,Lewis Capaldi,Forget Me,15.0,"pop, uk pop",0.669,0.742,1.0,-3.518,0.0,0.0441,0.296,0.0,0.355,0.716,101.982,203472.0,4.0,Pop
412CkPtLh68KLPg0pLrC53,Gone (feat. Ty Dolla $ign),AFROJACK,Gone (feat. Ty Dolla $ign),43.0,"big room, dance pop, dutch house, edm, electro house, pop dance",0.687,0.774,5.0,-3.851,1.0,0.0448,0.193,1.28e-06,0.102,0.763,148.05,194595.0,4.0,EDM
0jb8yv9BI9BEOPDBXiwTnc,Bed Of Roses,AFROJACK,Bed Of Roses,36.0,"big room, dance pop, dutch house, edm, electro house, pop dance",0.533,0.579,0.0,-4.377,1.0,0.0304,0.66,0.0,0.524,0.341,136.072,201106.0,4.0,EDM
1piIGIhnGRiXQ360hhh8Mr,Less I Know,NOTD,NOTED...EP,51.0,"pop dance, pop edm",0.607,0.788,9.0,-6.936,1.0,0.0546,0.0489,1.19e-05,0.0806,0.771,163.993,166894.0,4.0,Pop
3o8bovLXjsxsFBTXajm1VA,Middle Finger,Phoebe Ryan,Middle Finger,44.0,"alt z, indie poptimism",0.704,0.664,9.0,-3.209,0.0,0.0468,0.141,0.0,0.107,0.533,99.963,241893.0,4.0,Indie/Alternative
2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,Young And Beautiful,89.0,"art pop, pop",0.324,0.416,11.0,-8.92,0.0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053.0,4.0,Pop
1Ist6PR2BZR3n2z2Y5R6S1,Summertime Sadness,Lana Del Rey,Born To Die – Paradise Edition,79.0,"art pop, pop",0.566,0.647,1.0,-6.815,0.0,0.0335,0.0477,0.0,0.121,0.22,111.96,264773.0,4.0,Pop
21H0pUV2uPIPcFnFhgTBjo,Woke Up in Love,Kygo,Woke Up in Love,72.0,"edm, pop, pop dance, tropical house",0.643,0.585,2.0,-5.994,1.0,0.0369,0.225,0.0,0.0927,0.188,106.015,216873.0,4.0,EDM
6mBd28j6fLI0Omnq3dL5p1,Nothing New,The Strike,Nothing New,33.0,hopebeat,0.545,0.832,1.0,-6.945,0.0,0.0542,0.00111,0.0169,0.204,0.214,141.994,289409.0,4.0,EDM
0lW4pTegPiPemW0BH29FSJ,drive all night,joan,drive all night,0.0,"hopebeat, indietronica, little rock indie",0.542,0.758,9.0,-5.032,1.0,0.0313,0.000184,5.76e-06,0.144,0.43,156.128,178480.0,4.0,EDM
1E9OxtPYXVqFGKm8Q4eeVY,Killing Me,NOTD,Killing Me,0.0,"pop dance, pop edm",0.714,0.873,11.0,-4.82,1.0,0.094,0.0755,0.0,0.106,0.829,107.947,175725.0,4.0,Pop
6IxKxdVuFi4B2iaxVxRt2X,Dance,Fly By Midnight,Dance,37.0,singer-songwriter pop,0.62,0.869,6.0,-4.356,0.0,0.0401,0.00444,0.0,0.266,0.695,127.069,192283.0,4.0,Pop
6XjqbO09c9FP2krzYUuCtZ,Ain’t Got You,Steve Void,Ain’t Got You,24.0,"pop edm, slap house",0.718,0.869,6.0,-2.822,1.0,0.0495,0.0108,0.00015,0.102,0.717,121.056,200331.0,4.0,Pop
2zi6CQ9L7SBIVE5fOfqAlE,Chemistry (feat. Clara Mae),Steve Void,Chemistry (feat. Clara Mae),33.0,"pop edm, slap house",0.74,0.899,4.0,-4.094,1.0,0.0347,0.0684,2.13e-05,0.344,0.439,127.033,189000.0,4.0,Pop
38ApJ5WPOEkR62GZgTq106,Paranoid,Steve Void,Paranoid,24.0,"pop edm, slap house",0.663,0.797,1.0,-4.296,0.0,0.0688,0.0831,8.3e-06,0.148,0.422,95.004,171807.0,4.0,Pop
3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),79.0,"edm, pop dance, pop house, uk dance",0.607,0.767,5.0,-6.069,0.0,0.0474,0.118,0.0,0.122,0.662,123.998,148629.0,3.0,EDM
5e2ZOmiFEAOFEgXNj1mHEk,I Remember,Cheat Codes,I Remember,53.0,"edm, pop, pop dance",0.57,0.737,1.0,-4.27,0.0,0.0685,0.0314,0.0,0.248,0.621,100.052,168117.0,4.0,EDM
5boKf6FD2xRwUJVqrh9hMF,Into The Sunset,Mako,Hourglass,38.0,pop edm,0.651,0.697,10.0,-6.532,1.0,0.0636,0.46,0.0,0.207,0.551,124.039,207245.0,4.0,Pop
4l2pNh6hcAlHVeZazS6Zy9,I Won’t Let You Walk Away - Radio Edit,Mako,I Won’t Let You Walk Away,9.0,pop edm,0.469,0.79,3.0,-4.387,1.0,0.039,0.00234,0.0544,0.144,0.495,127.969,166460.0,4.0,Pop
30Lcy59RiXJKMVVkwhfdle,In The Night,Fly By Midnight,In The Night,52.0,singer-songwriter pop,0.605,0.934,5.0,-3.642,0.0,0.0331,0.00914,0.00288,0.311,0.825,119.998,206000.0,4.0,Pop
1PKqiewc0OyZVYxFz5ugbH,Always Be There,Jonas Blue,Always Be There,55.0,"pop, pop dance, tropical house, uk dance",0.702,0.759,0.0,-3.292,1.0,0.0381,0.16,0.0,0.062,0.761,123.999,198408.0,4.0,Pop
2ZPzNY7eheDHSO4ZpK4tSg,Figure Me Out,The Summer Set,Stories For Monday,43.0,"neon pop punk, piano rock, pop emo, pop punk",0.561,0.655,5.0,-3.937,1.0,0.0363,0.0121,0.0,0.225,0.421,93.673,197213.0,4.0,Indie/Alternative
5x6gLNAiAnDWxcLzUr0IRk,The Night Is Young,The Summer Set,Stories For Monday,36.0,"neon pop punk, piano rock, pop emo, pop punk",0.596,0.892,0.0,-3.167,1.0,0.0329,0.026,0.0,0.1,0.381,111.011,225827.0,4.0,Indie/Alternative
5rAJ3juCRPOL3xiKjnQHWO,Teenagers,The Summer Set,Teenagers,38.0,"neon pop punk, piano rock, pop emo, pop punk",0.558,0.866,3.0,-5.462,1.0,0.0533,0.0306,0.0,0.137,0.931,161.951,182254.0,4.0,Indie/Alternative
0ECMzCZeBbQl6HkBl09gtC,If I Could,Ashley Kutcher,One Eighty,45.0,"alt z, gen z singer-songwriter",0.316,0.416,1.0,-9.566,1.0,0.0308,0.451,0.0,0.149,0.374,86.777,187233.0,4.0,Indie/Alternative
46u5B2WN4wryYLZuMAOmI4,Hurts So Good,Astrid S,Leave It Beautiful,72.0,"alt z, norwegian pop, pop, uk pop",0.672,0.625,7.0,-5.068,0.0,0.0468,0.0774,0.0,0.0934,0.423,120.038,208729.0,4.0,Indie/Alternative
5vcfdnzelPCIZHg8dOkagP,Nobody Likes Moving On,shy martin,Nobody Likes Moving On,47.0,"alt z, swedish electropop",0.635,0.448,11.0,-10.782,1.0,0.089,0.399,9.58e-06,0.113,0.386,159.812,166647.0,4.0,Indie/Alternative
4tfYUhn38U5TnorQsN7ZFT,Street Lightning,The Summer Set,Street Lightning,32.0,"neon pop punk, piano rock, pop emo, pop punk",0.555,0.714,1.0,-6.063,1.0,0.0413,0.0727,0.0,0.16,0.337,147.987,215413.0,4.0,Indie/Alternative
1Ia95g66IhlAJ3qVI4qI8W,Slow,shy martin,Slow,60.0,"alt z, swedish electropop",0.636,0.243,2.0,-9.509,1.0,0.04,0.815,0.0,0.111,0.239,142.016,163547.0,4.0,Indie/Alternative
3uNdcFuXINs0nic38GuXfz,inhibitions (feat. P-Lo),thuy,i hope u see this (deluxe),39.0,"bedroom r&b, chill r&b",0.783,0.542,2.0,-9.889,0.0,0.142,0.101,8.91e-05,0.182,0.303,102.007,169412.0,4.0,Indie/Alternative
7rFe0uEHuONOTavUfaxEcS,One Step At a Time,Jordin Sparks,Jordin Sparks,61.0,"dance pop, pop, post-teen pop, urban contemporary",0.766,0.692,1.0,-4.672,1.0,0.0289,0.0825,0.0,0.0384,0.691,102.028,205160.0,4.0,Pop
4ozgwaNk5vuUK15lVjexA0,Use Somebody,dvsn,Amusing Her Feelings,0.0,"canadian contemporary r&b, r&b",0.619,0.801,3.0,-6.857,0.0,0.042,0.162,0.000143,0.106,0.193,153.056,270873.0,4.0,Indie/Alternative
66MTygLGY2Stx5qGC8lpMv,Unless You're Drowning,Emotional Oranges,The Juice: Vol. I,37.0,indie r&b,0.66,0.601,1.0,-8.645,1.0,0.144,0.0622,0.000259,0.112,0.343,107.107,181933.0,4.0,Indie/Alternative
6s7PleW93OfE3YnujL9yxw,True Disaster,Tove Lo,Lady Wood,53.0,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop",0.608,0.759,1.0,-6.096,1.0,0.0441,0.0528,3.41e-06,0.103,0.336,96.959,204195.0,4.0,Pop
5I4VsjWxOqN1nWfUpFZFM3,Calling On Me,Sean Paul,Calling On Me,51.0,"dance pop, dancehall, pop, pop rap",0.623,0.891,7.0,-4.419,0.0,0.0653,0.016,0.0,0.329,0.641,99.987,218557.0,4.0,Pop
223miAuvPglxMglcSJdUxo,Blue Eternal - Skybreak Remix,Said The Sky,Sentiment (The Remixes),16.0,"melodic dubstep, pop edm",0.517,0.949,2.0,-4.105,1.0,0.0946,0.0211,6.66e-06,0.377,0.26,110.127,209500.0,4.0,EDM
102rhgJ5PEFt62e0PumSF2,Shadow,Syn Cole,Shadow,61.0,"deep tropical house, edm, pop dance, pop edm, progressive electro house, tropical house",0.786,0.718,0.0,-6.292,0.0,0.04,0.00519,0.000977,0.127,0.525,123.951,166573.0,4.0,EDM
7pHECccR6FiKZqFhjULGbB,Again,Sasha Alex Sloan,Loser,44.0,alt z,0.62,0.553,2.0,-10.228,0.0,0.0517,0.778,0.00191,0.0916,0.632,148.978,194375.0,4.0,Indie/Alternative
4y1F0A5GeyDN5EdAIggqTB,Workin' On It (feat. Lennon Stella & Sasha Alex Sloan),Meghan Trainor,TREAT MYSELF,45.0,"hip pop, pop",0.631,0.468,1.0,-7.919,0.0,0.0429,0.48,0.0,0.213,0.338,135.814,181291.0,4.0,Pop
4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),Martin Garrix,High On Life (feat. Bonn),73.0,"dutch edm, edm, pop, pop dance, progressive house",0.414,0.486,6.0,-6.431,0.0,0.0311,0.0129,0.0,0.111,0.368,128.038,230762.0,4.0,EDM
6TN7hDpwOrOaBtNJldRZz1,Stay (feat. Dia Frampton),Jason Ross,Atlas,34.0,"dubstep, melodic dubstep, pop edm, progressive house, progressive trance",0.494,0.791,1.0,-4.91,1.0,0.054,0.594,1.21e-05,0.155,0.353,169.878,199059.0,4.0,EDM
5NEMd9Rs8CZo60jvNedYSJ,Afterlove - BUNT. Remix,Mason Watts,Afterlove,31.0,australian pop,0.509,0.681,3.0,-6.858,1.0,0.0567,0.00795,8.87e-06,0.121,0.442,141.914,229912.0,4.0,Pop
62sWTVzpcujJtb4E5B3K07,New Normal,Sasha Alex Sloan,New Normal,44.0,alt z,0.708,0.403,9.0,-9.858,1.0,0.0357,0.473,1.54e-06,0.326,0.497,131.949,187507.0,4.0,Indie/Alternative
64sp7I8wf70B7OLOpih6XJ,Normal,Sasha Alex Sloan,sad girl,47.0,alt z,0.749,0.419,5.0,-9.41,1.0,0.0719,0.528,7.85e-06,0.113,0.279,120.166,192200.0,4.0,Indie/Alternative
2nMOodYNHBAQ3Kc1QNimZU,Cool,Dua Lipa,Future Nostalgia,62.0,"dance pop, pop, uk pop",0.469,0.785,5.0,-4.015,0.0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719,209583.0,4.0,Pop
0reR3yfMTisKWQUnOmjxkN,Us,Shallou,Us,45.0,"electropop, indie electropop, vapor soul",0.633,0.605,0.0,-9.248,1.0,0.031,0.329,0.0343,0.112,0.128,119.983,182458.0,4.0,Indie/Alternative
6EsH66Uto1zwZlDGQ6RokU,Forbidden Voices,Martin Garrix,Forbidden Voices,61.0,"dutch edm, edm, pop, pop dance, progressive house",0.534,0.711,10.0,-5.927,0.0,0.0368,0.05,0.0031,0.135,0.3,128.102,230635.0,4.0,EDM
2Kqz2NwNRBqg0nJMQU5xjJ,Play Along,flor,Play Along,0.0,"hopebeat, indie poptimism, metropopolis",0.51,0.615,7.0,-6.482,1.0,0.0311,0.00195,1.05e-06,0.164,0.184,103.972,191919.0,4.0,EDM
3WifYlMNDYiLkbovoX2F7y,Give Me Up (feat. Kiana Ledé),Emotional Oranges,The Juicebox,17.0,indie r&b,0.677,0.681,0.0,-4.287,0.0,0.0819,0.239,0.0,0.109,0.491,92.426,187109.0,4.0,Indie/Alternative
6RtRxaZN5RMWFbeZW24oRx,hold on,flor,come out. you're hiding,50.0,"hopebeat, indie poptimism, metropopolis",0.609,0.872,8.0,-4.72,1.0,0.0447,0.0483,0.000971,0.119,0.534,111.967,204774.0,4.0,EDM
2U2Z1IXnmJIvlknWizFykZ,High Horse,Kacey Musgraves,Golden Hour,65.0,"classic texas country, contemporary country, country dawn",0.725,0.674,11.0,-5.254,0.0,0.0363,0.0325,3.55e-06,0.0531,0.773,120.057,213693.0,4.0,Indie/Alternative
3G9l0CsH7HCkr0SqDE1juj,Happiness,The 1975,Happiness,52.0,"modern alternative rock, modern rock, pop, pov: indie, rock",0.666,0.909,11.0,-5.029,1.0,0.039,0.0438,0.108,0.219,0.846,118.007,303904.0,4.0,Indie/Alternative
2soCr3tI1sJ6lFrxBPQVzQ,Cold in LA,Why Don't We,Cold in LA,51.0,"boy band, pop",0.676,0.624,8.0,-5.731,1.0,0.065,0.133,3.35e-06,0.104,0.726,109.986,206708.0,4.0,Pop
59oKLkR9ycVaCXtuTM16mp,With Me,Marc Benjamin,With Me,50.0,"big room, dutch edm, slap house",0.823,0.542,0.0,-5.74,1.0,0.0432,0.0498,4.82e-05,0.15,0.463,123.975,182056.0,4.0,EDM
0bPSRn4crnh5f1JhELPlyL,I Know A Place,MUNA,About U,57.0,"indie pop, indie poptimism, la pop, metropopolis",0.685,0.9,5.0,-4.626,0.0,0.151,0.137,0.0,0.2,0.779,111.991,272813.0,4.0,Indie/Alternative
2I4u1DU7rCijbtR2F3dgx6,So Far So Good,Great Good Fine Ok,Great Good Five Ok,46.0,"hopebeat, indie poptimism, metropopolis, neo-synthpop, nyc pop",0.777,0.809,8.0,-4.611,1.0,0.0802,0.0253,7.47e-06,0.296,0.913,110.006,171290.0,4.0,EDM
5OLFxOWe0DifvjtNaYlR4w,Miles Ahead,The Strike,Miles Ahead,24.0,hopebeat,0.536,0.845,2.0,-6.808,1.0,0.0411,0.000305,1.11e-06,0.0648,0.393,90.047,245512.0,4.0,EDM
2kUHPCwQ5sbqK3aOcgogsp,Turn You On,Cherry Pools,Turn You On,41.0,"hopebeat, la pop",0.632,0.784,4.0,-5.53,1.0,0.0688,0.0957,0.0,0.0874,0.626,119.995,208167.0,4.0,EDM
2C3Bl3vbANmCS2Jz8WwLUn,Reset,HARLEE,Reset,39.0,uk dance,0.711,0.831,6.0,-2.908,1.0,0.0376,0.183,0.0,0.0935,0.756,123.977,159677.0,4.0,EDM
4dpNQuxo6xz66pDsvtUR4j,P.R.O.G.,DubVision,P.R.O.G.,31.0,"big room, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",0.471,0.873,3.0,-6.394,0.0,0.0368,0.0159,0.00112,0.278,0.548,128.003,178125.0,4.0,EDM
0b5CzUhyShYuDdtW5J4wm2,Obsessed (with Charlie Puth & Shenseea),Calvin Harris,Funk Wav Bounces Vol. 2,60.0,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",0.733,0.74,1.0,-6.343,0.0,0.0333,0.246,3.3e-05,0.299,0.903,99.993,226497.0,4.0,Pop
2jau2o7VtYdWkcU9IeDFBd,Me Without Us (with Justin Jesso),Matisse & Sadko,Me Without Us (with Justin Jesso),32.0,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house, russian edm, sky room",0.514,0.615,8.0,-5.811,1.0,0.037,0.224,0.0,0.166,0.413,144.877,201254.0,4.0,EDM
5IfHQilcjciOxJQBFCNCCN,HISTORY,Joel Corry,HISTORY,62.0,"dance pop, pop dance, uk dance",0.674,0.86,8.0,-3.318,1.0,0.0369,0.155,3.21e-06,0.359,0.771,122.975,176610.0,4.0,Pop
5zviMoAeuerK1Rd58qXASv,All That Really Matters,ILLENIUM,All That Really Matters,67.0,"edm, melodic dubstep, pop dance",0.352,0.666,1.0,-4.909,1.0,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,244235.0,4.0,EDM
7hv74HWdiWTvfENPXDMWqm,Someone To Love You,Tritonal,Someone To Love You,29.0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",0.53,0.845,7.0,-4.211,1.0,0.0581,0.225,0.00025,0.0976,0.238,126.1,292381.0,4.0,EDM
7yfnNGWg10OgBjpGx1G2M7,Safe & Sound,Tritonal,Safe & Sound,35.0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",0.488,0.719,10.0,-6.269,1.0,0.0317,0.0445,0.000184,0.0983,0.142,100.012,208800.0,4.0,EDM
12MqM3S0fTvR6X4Jt1Xvn6,Until You Were Gone,The Chainsmokers,Until You Were Gone,54.0,pop,0.577,0.698,1.0,-4.773,1.0,0.0451,0.0541,0.0,0.131,0.324,128.061,215625.0,4.0,Pop
69mlHIPayAZVzC32RaVty5,Anchor,Tritonal,Metamorphic III,38.0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",0.536,0.832,8.0,-3.762,1.0,0.041,0.00768,0.0,0.054,0.175,130.069,216923.0,4.0,EDM
3WBRfkOozHEsG0hbrBzwlm,Everything Goes On,Porter Robinson,Everything Goes On,68.0,"complextro, edm, electro house, pop dance, progressive electro house",0.55,0.648,7.0,-6.542,1.0,0.0309,0.0191,0.0,0.0999,0.323,156.957,202821.0,4.0,EDM
6bLopGnirdrilrpdVB6Um1,The Greatest,Sia,This Is Acting (Deluxe Version),78.0,"australian dance, australian pop, pop",0.639,0.785,10.0,-6.167,0.0,0.174,0.0174,0.00107,0.0512,0.686,191.95,210920.0,4.0,EDM
3FCCxdjUyPVLUrpCL2VUwC,Drink To You,Jonas Blue,Blue,38.0,"pop, pop dance, tropical house, uk dance",0.742,0.813,1.0,-5.103,1.0,0.0574,0.00748,0.0,0.0607,0.702,120.01,210120.0,4.0,Pop
6HMgvWVw3yHmFsmpyb864i,Lie for You (feat. A Boogie Wit Da Hoodie & Davido),Snakehips,Lie for You (feat. A Boogie Wit Da Hoodie & Davido),50.0,"electropop, uk dance",0.662,0.833,1.0,-3.018,0.0,0.1,0.0102,0.0,0.477,0.404,98.034,223831.0,4.0,EDM
03VNgdCL9t8aPyvwZecglI,More Than Friends (feat. Meghan Trainor),Jason Mraz,Know.,54.0,"acoustic pop, dance pop, neo mellow, pop",0.451,0.528,2.0,-6.984,1.0,0.0364,0.366,0.0,0.0811,0.527,139.28,181360.0,5.0,Pop
32il27dOrLpIru8Evp4Pu7,American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,American Psycho (with Mae Muller feat. Trippie Redd),52.0,"brostep, edm, pop, progressive electro house",0.617,0.514,9.0,-7.099,1.0,0.0722,0.0154,0.0,0.118,0.365,81.067,153196.0,4.0,EDM
0sVMQ15MBSaUoD0t3GdgN3,Reset - Joel Corry Remix,HARLEE,Reset,36.0,uk dance,0.668,0.829,3.0,-3.153,0.0,0.0534,0.00942,7.83e-06,0.113,0.58,124.014,167983.0,4.0,EDM
0lx1a71BavN2VBKKHeZXpS,Gold - Fells Remix,Said The Sky,Sentiment (The Remixes),31.0,"melodic dubstep, pop edm",0.444,0.737,0.0,-4.432,0.0,0.052,0.0443,0.000103,0.104,0.256,159.984,210379.0,4.0,EDM
251aCFbFK1f4Jkil96E5g1,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),Dillon Francis,Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),0.0,"brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house",0.488,0.715,9.0,-4.656,1.0,0.0562,0.0367,0.0,0.122,0.397,145.979,205479.0,4.0,EDM
200gw8WHpAVQvsKurCZ3lh,Starving,Hailee Steinfeld,HAIZ,0.0,pop,0.718,0.616,4.0,-4.217,1.0,0.0845,0.373,0.0,0.0991,0.534,99.917,181867.0,4.0,Pop
2oGzHeApGhjANPNWYQNRQw,Take Me Back,Lewis Thompson,Take Me Back,59.0,"pop dance, uk dance",0.648,0.865,9.0,-3.386,1.0,0.0335,0.0898,7.23e-06,0.297,0.587,121.98,129479.0,4.0,Pop
25KybV9BOUlvcnv7nN3Pyo,In The Night,The Weeknd,Beauty Behind The Madness,78.0,"canadian contemporary r&b, canadian pop, pop",0.505,0.68,7.0,-4.993,1.0,0.0714,0.0796,0.0,0.0465,0.539,168.022,235653.0,3.0,Indie/Alternative
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,After Hours,91.0,"canadian contemporary r&b, canadian pop, pop",0.68,0.826,0.0,-5.487,1.0,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627.0,4.0,Indie/Alternative
1yAPglN5AGf7UoLK062ZYq,Wish You Well,Sigala,Wish You Well,60.0,"dance pop, edm, pop dance, uk dance",0.669,0.895,5.0,-3.787,0.0,0.0575,0.128,0.0,0.297,0.576,124.975,205653.0,4.0,Pop
4M8x1TR36VMQMFMbGCdoyA,Back & Forth,MK,Back & Forth,61.0,"house, pop dance",0.684,0.816,10.0,-5.211,0.0,0.0322,0.0181,0.0,0.0222,0.702,121.993,196215.0,4.0,EDM
2uG7u8aAKTKwIKBoYRogK4,Leaving Here Alone,Tritonal,U & Me,0.0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",0.592,0.812,6.0,-3.982,0.0,0.0385,0.2,0.0,0.182,0.478,125.963,224762.0,4.0,EDM
03lgkXqMUs3EghCRmN28op,Bloom,Tritonal,U & Me,0.0,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house, progressive trance",0.67,0.874,11.0,-3.537,1.0,0.103,0.665,0.000142,0.0867,0.452,109.983,256364.0,4.0,EDM
4bQv6UZkEQ4KNZMq9ws4xc,Better Days,Dermot Kennedy,Songs of Sonder,0.0,"folk-pop, irish pop, uk pop",0.68,0.553,0.0,-7.116,1.0,0.042,0.409,0.0,0.0847,0.352,99.999,198221.0,4.0,Indie/Alternative
1LB5uSoAqCuvkbFb62cE9f,Something to Someone,Dermot Kennedy,Songs of Sonder,0.0,"folk-pop, irish pop, uk pop",0.516,0.867,0.0,-6.357,1.0,0.0919,0.265,0.0,0.0976,0.419,146.941,198107.0,4.0,Indie/Alternative
6lhZLbb0czULpjb2kFryPS,Let's Love,David Guetta,Let's Love,67.0,"big room, dance pop, edm, pop, pop dance",0.662,0.868,5.0,-4.025,1.0,0.0341,0.00882,0.00244,0.584,0.353,92.998,200645.0,4.0,EDM
0jH2sASKUg7hPisZl7Un6c,say you´re with me,BUNT.,Say You´re With Me,34.0,stutter house,0.481,0.834,2.0,-6.585,1.0,0.0476,0.249,0.00043,0.111,0.442,194.09,165898.0,4.0,EDM
7kB4ZalpJf99nZgftlV73E,Feel My Love (feat. Joe Taylor) - Festival Mix,Lucas & Steve,Feel My Love (feat. Joe Taylor),33.0,"dutch house, edm, electro house, pop dance, progressive electro house",0.485,0.847,2.0,-5.292,1.0,0.0577,0.00256,1.5e-06,0.338,0.481,128.036,186562.0,4.0,EDM
2bVGSL98VQ6qRiqXwqKEuy,All Over Again,Elephante,Glass Mansion,28.0,"future bass, pop dance, pop edm",0.645,0.787,8.0,-3.849,1.0,0.0457,0.0101,1.19e-06,0.1,0.652,104.11,206538.0,4.0,EDM
70EI0sw5bwGnRyNnSTSbSU,Catching On,Elephante,I Am The Elephante,46.0,"future bass, pop dance, pop edm",0.626,0.762,0.0,-3.627,0.0,0.0458,0.23,0.0,0.147,0.637,99.968,227083.0,4.0,EDM
66zN1Cw222kBIgFx0Q7t9l,Light On,Elephante,Heavy Glow,16.0,"future bass, pop dance, pop edm",0.595,0.823,2.0,-6.777,1.0,0.0329,0.0024,2.18e-06,0.142,0.248,96.038,233884.0,4.0,EDM
3aDYoxrAvryBhyAbQ0PE7S,The In Between,Elephante,Glass Mansion,42.0,"future bass, pop dance, pop edm",0.536,0.931,4.0,-4.02,0.0,0.0621,0.00861,1.38e-06,0.0958,0.354,160.023,213000.0,4.0,EDM
5z9fU5QP5z8jJXcP6OmU0w,Otherside,Elephante,Glass Mansion,41.0,"future bass, pop dance, pop edm",0.518,0.841,1.0,-3.709,1.0,0.0325,0.0362,0.0,0.0877,0.517,101.992,237647.0,4.0,EDM
0jwuzX0eIK4O4gFfeaR6vR,Hold Me Close,Georgia Ku,REAL,34.0,uk pop,0.635,0.665,8.0,-5.912,1.0,0.0439,0.0595,0.0,0.125,0.575,91.016,185281.0,4.0,Pop
2RLTrDptf94QdHvAWPTutK,unsaid,flor,reimagined,39.0,"hopebeat, indie poptimism, metropopolis",0.681,0.534,1.0,-7.35,1.0,0.0369,0.113,0.0088,0.0947,0.88,204.007,186108.0,4.0,EDM
01JcINkUIdzHd3bn5kqFqt,If Heaven Was A Sound,Hotel Apache,If Heaven Was A Sound,0.0,hopebeat,0.684,0.773,1.0,-7.669,1.0,0.0463,0.0431,0.568,0.0764,0.452,134.993,227556.0,4.0,EDM
2mUwmGURF88GerNSE3UcUO,plsrspnd,Hotel Apache,plsrspnd,26.0,hopebeat,0.549,0.883,10.0,-4.821,1.0,0.0599,0.45,0.0251,0.0935,0.621,179.895,218667.0,4.0,EDM
1QzAyelk8nQFqdtjrvYRuW,Lost Hearts,Hotel Apache,Lost Hearts,39.0,hopebeat,0.527,0.892,0.0,-6.406,1.0,0.0558,0.0133,5.62e-05,0.31,0.542,115.071,186261.0,4.0,EDM
0vhaMhozCr9SKpqRvEltsX,Missing Out - The Midnight Remix,The Ivy,Missing Out (The Midnight Remix),39.0,hopebeat,0.679,0.674,1.0,-8.617,1.0,0.0323,0.233,2.43e-06,0.0879,0.459,100.015,209102.0,4.0,EDM
31r5NLOx5L31PWYT9GvCQV,Better in My Head,The Ivy,Better in My Head,47.0,hopebeat,0.613,0.718,6.0,-7.862,1.0,0.0448,0.0984,0.00127,0.207,0.532,112.016,253760.0,4.0,EDM
2ulS1N08VvRqW4aifdBDMo,Dare Me,Hotel Apache,I'll Explain Later,34.0,hopebeat,0.713,0.698,11.0,-7.705,1.0,0.0381,0.119,1.15e-06,0.367,0.396,110.968,239722.0,4.0,EDM
26ZCR1Zd74fvBJvH1o1rbx,Daydream,The Aces,Under My Influence,53.0,"alt z, indie pop, indie poptimism, uk pop",0.696,0.798,4.0,-5.541,1.0,0.0578,0.0862,0.0,0.384,0.817,107.018,150793.0,4.0,Indie/Alternative
1NKshgxaawDSlAoS7572iR,This Love Rightfully Belongs To Somebody Else,Hotel Apache,This Love Rightfully Belongs To Somebody Else,0.0,hopebeat,0.665,0.545,10.0,-7.334,1.0,0.0408,0.448,0.000122,0.155,0.557,120.015,194500.0,4.0,EDM
74Wuce0fRD4RyGAhwAQieR,on your sleeve,Nightly,on your sleeve,0.0,hopebeat,0.612,0.87,3.0,-4.102,1.0,0.0406,0.0852,3.27e-06,0.106,0.467,139.999,206025.0,4.0,EDM
63l63dMJH0aPxQzg03ThXA,LIVE2CHANGE,Hotel Apache,LIVE2CHANGE,0.0,hopebeat,0.692,0.688,8.0,-7.296,1.0,0.0547,0.168,0.000501,0.0767,0.26,102.048,215882.0,4.0,EDM
6p6Mjbm1pgMUvuRezkm5DG,1985,Hotel Apache,I'll Explain Later,42.0,hopebeat,0.636,0.847,11.0,-7.252,1.0,0.0329,0.0301,0.000112,0.206,0.81,100.016,206111.0,4.0,EDM
